iter	Logloss
156	0.1488823023
157	0.1488121364
158	0.1487982013
159	0.1487579584
160	0.1487312281
161	0.1486538833
162	0.1486031441
163	0.1485812813
164	0.1484892764
165	0.14841146
166	0.1484037911
167	0.1483383617
168	0.1482349202
169	0.1481449972
170	0.1481053157
171	0.1480837885
172	0.1480659134
173	0.1480098049
174	0.1478996267
175	0.1478354607
176	0.1478174656
177	0.1477767494
178	0.147766309
179	0.1477013155
180	0.1477013093
181	0.1476730556
182	0.1476073108
183	0.1475818129
184	0.1475214718
185	0.147517105
186	0.1474715187
187	0.1474524595
188	0.147398376
189	0.1473658501
190	0.1473067383
191	0.1472210315
192	0.147166027
193	0.1470694699
194	0.1470284737
195	0.1469947211
196	0.1469208292
197	0.146907111
198	0.1469017597
199	0.1468656086
200	0.1468156737
201	0.1467747205
202	0.1467220039
203	0.1466617244
204	0.1466064075
205	0.1465778109
206	0.1465661394
207	0.1465218587
208	0.1465170326
209	0.1465081549
210	0.1464379899
211	0.1464273666
212	0.1464264561
213	0.1463627062
214	0.1463035573
215	0.1462606063
216	0.1462440871
217	0.1462097892
218	0.1461686507
219	0.1461660327
220	0.1461279899
221	0.1460322975
222	0.1459657175
223	0.1459460772
224	0.1459287975
225	0.1458716096
226	0.1458278265
227	0.1457923971
228	0.145782126
229	0.1457608596
230	0.1457535019
231	0.1457510976
232	0.1456879489
233	0.1456879458
234	0.1456108641
235	0.145567499
236	0.1455381469
237	0.1455381353
238	0.1455079498
239	0.1454574355
240	0.1454397876
241	0.1454380181
242	0.145379697
243	0.1453389398
244	0.1452318286
245	0.1452031143
246	0.1451149305
247	0.145065275
248	0.14497804
249	0.1449304146
250	0.1448950899
251	0.1448874525
252	0.1448669999
253	0.1448463788
254	0.1448463105
255	0.1447939476
256	0.1447854396
257	0.1447772063
258	0.1447056721
259	0.1446623306
260	0.1446611926
261	0.1446468479
262	0.1446029235
263	0.1445677703
264	0.1445301
265	0.1444802536
266	0.1444070527
267	0.1443707812
268	0.1443610058
269	0.1443271693
270	0.1442900348
271	0.1442763605
272	0.1442467159
273	0.144206646
274	0.1441523148
275	0.1440930437
276	0.1440743867
277	0.1440063199
278	0.1439891373
279	0.143940829
280	0.1439194882
281	0.1438638095
282	0.1438200838
283	0.1437629998
284	0.1437285289
285	0.1437228144
286	0.1437227313
287	0.1437055946
288	0.1436759993
289	0.1436141434
290	0.1436034356
291	0.1435638987
292	0.1435465899
293	0.1434959659
294	0.1434673413
295	0.1434541989
296	0.1434404095
297	0.1434221561
298	0.1434166478
299	0.1433430935
300	0.1432971059
301	0.1432498401
302	0.1432281015
303	0.1431744589
304	0.1431540289
305	0.1431004974
306	0.1430634991
307	0.1430363256
308	0.1430068526
309	0.1429377848
310	0.14288475
311	0.1428537169
312	0.1428275273
313	0.1428033983
314	0.1427498946
315	0.1426658682
316	0.1426438894
317	0.1426118529
318	0.1425415751
319	0.1425050589
320	0.1424877662
321	0.1424227251
322	0.1423911066
323	0.142351844
324	0.1423215032
325	0.142240134
326	0.1421610409
327	0.142085028
328	0.1420742904
329	0.1420584695
330	0.1420274447
331	0.1419675909
332	0.1419265075
333	0.1418829721
334	0.14183401
335	0.1417815224
336	0.1417458166
337	0.141718269
338	0.1416730187
339	0.141649547
340	0.1415886342
341	0.1415422259
342	0.1415045947
343	0.1414603214
344	0.141444178
345	0.1414192246
346	0.1413785072
347	0.1413263222
348	0.1413127922
349	0.1412713733
350	0.1412040436
351	0.1411916155
352	0.1411331698
353	0.1411258699
354	0.1410548829
355	0.1410159474
356	0.1409956846
357	0.1409700154
358	0.1409247277
359	0.1408503421
360	0.1408167146
361	0.140792482
362	0.1407551444
363	0.1407378198
364	0.1406899015
365	0.1406357569
366	0.1405940663
367	0.1405587702
368	0.1405342962
369	0.1404832278
370	0.1404712443
371	0.1404249072
372	0.1404052813
373	0.1403808921
374	0.140331332
375	0.1402516716
376	0.1402042577
377	0.140186707
378	0.1401628104
379	0.1401146754
380	0.1400835815
381	0.1400568574
382	0.1400216333
383	0.1399812926
384	0.1399676924
385	0.1399564752
386	0.1399053666
387	0.1398545665
388	0.1398220997
389	0.1397688041
390	0.1397258476
391	0.1397088197
392	0.1396737783
393	0.1396603557
394	0.1396410373
395	0.1396212082
396	0.1396091576
397	0.139582342
398	0.1395476255
399	0.1395049523
400	0.1394888755
401	0.1394514368
402	0.1394343402
403	0.1394138171
404	0.1393846055
405	0.1393620228
406	0.1393318712
407	0.1392998862
408	0.1392392376
409	0.1392137726
410	0.1391824599
411	0.1391732909
412	0.1391497225
413	0.1390979707
414	0.1390788892
415	0.1390424183
416	0.1389925639
417	0.1389876198
418	0.1389837469
419	0.1389565146
420	0.1389453978
421	0.1389356661
422	0.138915465
423	0.138875694
424	0.138827682
425	0.1388024798
426	0.1387773444
427	0.1387572751
428	0.1387482203
429	0.1387320444
430	0.1386816829
431	0.1386763569
432	0.1386527618
433	0.1386121897
434	0.1385989073
435	0.1385361965
436	0.138473446
437	0.1384503306
438	0.1384290714
439	0.13841075
440	0.1383720556
441	0.1383524954
442	0.1383277588
443	0.1382813377
444	0.1382342233
445	0.1381832209
446	0.1381694075
447	0.1381456911
448	0.1381049684
449	0.1380717391
450	0.1380349897
451	0.1380115414
452	0.1380019693
453	0.1379580622
454	0.1379408291
455	0.1378860285
456	0.1378666976
457	0.1378584829
458	0.1378363673
459	0.137819756
460	0.1377848015
461	0.1377637635
462	0.1377509364
463	0.1377093803
464	0.1376675408
465	0.1376134224
466	0.1376020271
467	0.1375402835
468	0.1375110062
469	0.1374931643
470	0.1374801765
471	0.1374046235
472	0.1373381363
473	0.137318458
474	0.13727817
475	0.1372753581
476	0.1372527372
477	0.1371872934
478	0.1371795928
479	0.1371464821
480	0.1371036232
481	0.1370691524
482	0.1370427257
483	0.1370105097
484	0.1370079544
485	0.1369692085
486	0.1369144269
487	0.1368795081
488	0.1368590402
489	0.1368262861
490	0.1367901895
491	0.1367764099
492	0.1367761652
493	0.1367569409
494	0.136723925
495	0.1366978952
496	0.136674367
497	0.1366583333
498	0.1366469424
499	0.1366342909
500	0.136616597
501	0.1365898376
502	0.1365783295
503	0.1365472116
504	0.1365432618
505	0.1365250994
506	0.1364966157
507	0.1364772914
508	0.1364676587
509	0.1364523782
510	0.1364044125
511	0.1363785921
512	0.1363564711
513	0.1363486884
514	0.1363322378
515	0.1363176908
516	0.1362926851
517	0.136271206
518	0.1362561918
519	0.1362501449
520	0.1362168636
521	0.1361692176
522	0.1361553575
523	0.1361144605
524	0.1360756444
525	0.1360580089
526	0.1360404713
527	0.1360241159
528	0.1359957503
529	0.1359820692
530	0.1359659634
531	0.1359102269
532	0.1358953369
533	0.1358698902
534	0.1358319052
535	0.1357876333
536	0.1357083543
537	0.1356496701
538	0.1356131387
539	0.135581862
540	0.1355580128
541	0.1355426614
542	0.1355073467
543	0.1354443126
544	0.1354129138
545	0.1353944949
546	0.1353712189
547	0.1353159036
548	0.1352871171
549	0.1352705624
550	0.1352390597
551	0.1352083607
552	0.1351920344
553	0.1351794474
554	0.1351504694
555	0.1351266223
556	0.1351034955
557	0.1350674891
558	0.1350159712
559	0.134982755
560	0.1349538552
561	0.1349097461
562	0.1348706306
563	0.1348591121
564	0.1348086837
565	0.1347676749
566	0.1347300403
567	0.1346997505
568	0.1346316231
569	0.1345965217
570	0.1345809943
571	0.1345386992
572	0.1344821868
573	0.1344482407
574	0.1344124677
575	0.1344068178
576	0.1343668331
577	0.1343472244
578	0.1343100347
579	0.1342736354
580	0.1342224244
581	0.1341932766
582	0.1341398524
583	0.1341188579
584	0.1341065917
585	0.1340798617
586	0.1340652765
587	0.13403577
588	0.1340161698
589	0.13397985
590	0.1339418277
591	0.1339094688
592	0.1338907174
593	0.1338579336
594	0.1338375849
595	0.1338025578
596	0.1337772901
597	0.1337599543
598	0.1337381565
599	0.1336991209
600	0.1336684643
601	0.1336349617
602	0.1336108854
603	0.1335951928
604	0.1335457646
605	0.133517459
606	0.1334997049
607	0.1334549607
608	0.1334459599
609	0.1334190448
610	0.1334111197
611	0.1333799392
612	0.1333245893
613	0.1333074526
614	0.1332932913
615	0.1332518993
616	0.1332299679
617	0.1332201945
618	0.1332131838
619	0.1331602925
620	0.1331318359
621	0.1331073638
622	0.1330534251
623	0.1330364649
624	0.1329979981
625	0.1329681763
626	0.1329559044
627	0.1329149976
628	0.1329032907
629	0.1328731647
630	0.1328245943
631	0.1327679012
632	0.1327528445
633	0.1326546065
634	0.1326093342
635	0.1325803617
636	0.1325516421
637	0.1325173836
638	0.1324819874
639	0.1324516381
640	0.1324199246
641	0.1323381069
642	0.1323252729
643	0.1322808449
644	0.1322241041
645	0.1321700206
646	0.1321341709
647	0.1320854397
648	0.132050414
649	0.1320239472
650	0.1319977638
651	0.131975785
652	0.131960889
653	0.1318554341
654	0.1318305559
655	0.1318059299
656	0.1317570169
657	0.1317044758
658	0.1316835541
659	0.1316691073
660	0.1316397358
661	0.1316169482
662	0.1316005157
663	0.1315528845
664	0.1314621413
665	0.1314387554
666	0.1314280412
667	0.1314072046
668	0.1313989341
669	0.1313664701
670	0.1313401182
671	0.1312962899
672	0.1312535083
673	0.1311963404
674	0.1311865156
675	0.1311471444
676	0.1311193877
677	0.1311065857
678	0.1310778312
679	0.1310493346
680	0.131038401
681	0.1310228664
682	0.131008518
683	0.1309951549
684	0.1309835751
685	0.130967964
686	0.1309227196
687	0.1308956556
688	0.1308736471
689	0.1308626127
690	0.1308562585
691	0.1308145517
692	0.1308069147
693	0.1307376421
694	0.1307156725
695	0.1306879563
696	0.130673933
697	0.1306439829
698	0.130581806
699	0.1305390214
700	0.1305189173
701	0.1305008001
702	0.1304947696
703	0.1304688878
704	0.1304346385
705	0.1303965484
706	0.1303857541
707	0.1303556026
708	0.1303285
709	0.1302718801
710	0.1302631761
711	0.1302427222
712	0.1302299468
713	0.1302058384
714	0.130139768
715	0.1301112512
716	0.13008233
717	0.1300642783
718	0.1300186442
719	0.1299966233
720	0.1299711486
721	0.1299477269
722	0.1299240559
723	0.1299130889
724	0.1299057677
725	0.1298549376
726	0.1298438823
727	0.1298221191
728	0.1297797412
729	0.129772502
730	0.1297627656
731	0.1297463463
732	0.129713627
733	0.1296709765
734	0.129648224
735	0.1296149421
736	0.129600461
737	0.1295730304
738	0.1295414672
739	0.1294921786
740	0.1294717549
741	0.1294468771
742	0.1293936323
743	0.1293828221
744	0.1293722986
745	0.129316573
746	0.1293035373
747	0.1292767408
748	0.1292097697
749	0.1291841021
750	0.1291403989
751	0.1291093289
752	0.1290644525
753	0.1290364811
754	0.1290100579
755	0.1289933195
756	0.1289685599
757	0.128954923
758	0.1289431991
759	0.128933255
760	0.1289131857
761	0.1289078027
762	0.1288930526
763	0.1288837803
764	0.128847478
765	0.1288029623
766	0.1287985674
767	0.1287793578
768	0.1287428098
769	0.1287129642
770	0.1286944537
771	0.1286759984
772	0.1286570613
773	0.1286454677
774	0.128599122
775	0.1285681854
776	0.1285612031
777	0.1285504484
778	0.1285029219
779	0.1284318513
780	0.1284181373
781	0.1283888655
782	0.1283705743
783	0.1283443359
784	0.128317464
785	0.1282499374
786	0.1282143251
787	0.1281479022
788	0.128123116
789	0.1280740675
790	0.1280392424
791	0.1280392297
792	0.1280070219
793	0.1279799062
794	0.1279701424
795	0.1279269865
796	0.1279167538
797	0.1279019121
798	0.1278692395
799	0.1278691895
800	0.1278538833
801	0.1278155018
802	0.1278000424
803	0.1277895606
804	0.1277846303
805	0.1277368278
806	0.1277208199
807	0.1276875195
808	0.127640194
809	0.1276144178
810	0.1275801472
811	0.1275662001
812	0.1275302755
813	0.1275145376
814	0.1274898162
815	0.1274473171
816	0.1274079723
817	0.127391998
818	0.1273674637
819	0.1273096327
820	0.1272901404
821	0.1272572818
822	0.127247039
823	0.127213921
824	0.1271972831
825	0.1271576649
826	0.1271165697
827	0.1270872757
828	0.1270647429
829	0.12704057
830	0.1269735094
831	0.1269441264
832	0.1269169338
833	0.1268908089
834	0.1268771438
835	0.1268567612
836	0.1268333441
837	0.1268145443
838	0.1268057632
839	0.1267754319
840	0.1267579666
841	0.1267363889
842	0.1267137643
843	0.1266760158
844	0.1266536182
845	0.1266363307
846	0.1266075849
847	0.126548467
848	0.1265169891
849	0.1264941847
850	0.1264632416
851	0.1264033189
852	0.1263621765
853	0.1263314299
854	0.1263214686
855	0.1262939401
856	0.1262707817
857	0.1262358661
858	0.1262241969
859	0.1261849438
860	0.1261543134
861	0.126113767
862	0.1261137585
863	0.1261003514
864	0.1260471038
865	0.1260374638
866	0.1259998718
867	0.1259896384
868	0.1259781252
869	0.1259552237
870	0.1259338737
871	0.1259131787
872	0.1258874435
873	0.1258770989
874	0.1258497078
875	0.125814281
876	0.125803391
877	0.1257883758
878	0.1257811911
879	0.1257643205
880	0.1257187117
881	0.1256881532
882	0.1256731089
883	0.1256183465
884	0.1255781637
885	0.1255589249
886	0.1255481491
887	0.125493169
888	0.1254656052
889	0.125445094
890	0.125422192
891	0.1253720037
892	0.1253613353
893	0.1253153945
894	0.1253083347
895	0.1252460147
896	0.1252179875
897	0.1251526966
898	0.1251439285
899	0.1250922143
900	0.1250599165
901	0.1250064268
902	0.1249823015
903	0.1249449103
904	0.1249242679
905	0.1249158876
906	0.1248948589
907	0.1248594982
908	0.1248350456
909	0.1247976457
910	0.1247744885
911	0.1247385723
912	0.1247026623
913	0.1246944083
914	0.1246499063
915	0.1246393414
916	0.1246195076
917	0.1246039216
918	0.124588174
919	0.124530838
920	0.1245180894
921	0.1244880742
922	0.1244442979
923	0.1243944033
924	0.1243651672
925	0.1243651663
926	0.1243294417
927	0.1242893848
928	0.1242768225
929	0.1242656719
930	0.1242450607
931	0.1242206406
932	0.1241776773
933	0.1241292849
934	0.1240986107
935	0.1240733332
936	0.1240450515
937	0.1240324985
938	0.1239741985
939	0.1239365031
940	0.1239222495
941	0.1238848419
942	0.1238654328
943	0.1238279219
944	0.1238101912
945	0.1237701669
946	0.1237413993
947	0.1237122418
948	0.1236968715
949	0.1236614523
950	0.1236198437
951	0.1235984837
952	0.1235676939
953	0.1235364835
954	0.1235316186
955	0.1234782551
956	0.123444558
957	0.1234224604
958	0.1233955281
959	0.1233604475
960	0.1233208408
961	0.1232998192
962	0.1232880711
963	0.1232651053
964	0.1232543304
965	0.1232211755
966	0.1231994742
967	0.1231905365
968	0.1231674375
969	0.1231303991
970	0.1231040745
971	0.1230362942
972	0.1229953206
973	0.1229708385
974	0.1229481212
975	0.1229318438
976	0.1228933945
977	0.1228817223
978	0.1228482646
979	0.1228225029
980	0.122815349
981	0.1227921439
982	0.1227788133
983	0.1227546847
984	0.122741092
985	0.1227177532
986	0.1226681785
987	0.1226510665
988	0.1226105253
989	0.1225810105
990	0.1225558018
991	0.1225317649
992	0.1225186389
993	0.1224810468
994	0.1224728721
995	0.1224408892
996	0.1224237839
997	0.122404215
998	0.1223829609
999	0.1223596313
1000	0.1223451829
1001	0.1223233404
1002	0.122272862
1003	0.12225271
1004	0.1222269263
1005	0.122189777
1006	0.1221797234
1007	0.1221471823
1008	0.122115083
1009	0.1220868203
1010	0.1220602006
1011	0.122018797
1012	0.1219951739
1013	0.1219687489
1014	0.1219590908
1015	0.1219224498
1016	0.1218794273
1017	0.1218721176
1018	0.1218439149
1019	0.1218329122
1020	0.1218171544
1021	0.1217879013
1022	0.1217667907
1023	0.1217416463
1024	0.1217248802
1025	0.1216960426
1026	0.121673961
1027	0.1216685593
1028	0.1216458829
1029	0.1216335819
1030	0.1216144867
1031	0.1216053202
1032	0.1215704974
1033	0.1215366683
1034	0.1215104845
1035	0.1214902413
1036	0.1214644135
1037	0.121439763
1038	0.1213913657
1039	0.121375107
1040	0.1213527815
1041	0.1213343962
1042	0.1213050667
1043	0.1212745714
1044	0.1212531395
1045	0.1212276235
1046	0.1212092238
1047	0.1211742647
1048	0.1211102156
1049	0.1210704481
1050	0.1210284703
1051	0.1210194916
1052	0.1209835318
1053	0.1209397567
1054	0.1208892846
1055	0.12087008
1056	0.1208583067
1057	0.1208296034
1058	0.1208193778
1059	0.1208077262
1060	0.1207506829
1061	0.120727445
1062	0.1206986298
1063	0.1206732932
1064	0.1206592247
1065	0.1206324936
1066	0.1206140618
1067	0.1205466705
1068	0.1205104713
1069	0.1204694609
1070	0.120466853
1071	0.1204366263
1072	0.1204257019
1073	0.1203933052
1074	0.1203763054
1075	0.1203513418
1076	0.1202969629
1077	0.1202680785
1078	0.1202504168
1079	0.1201845673
1080	0.1201653055
